62200,100.000 ,1.900.000 ,0 ,2.000.000 
62290 ,100.000 ,2.000.000 ,0 ,2.100.000 
62493 ,100.000 ,4.600.000 ,400.000 ,5.100.000 
62499 ,100.000 ,1.800.000 ,8.100.000 ,10.000.000 
62518 ,100.000 ,5.600.000 ,3.500.000 ,9.200.000 
62752 ,100.000 ,7.500.000 ,0 ,7.600.000 
62761 ,100.000 ,10.300.000 ,1.000.000 ,11.400.000 
62831 ,100.000 ,9.000.000 ,0 ,9.100.000 
62842 ,100.000 ,8.600.000 ,600.000 ,9.300.000 
63685 ,100.000 ,10.900.000 ,300.000 ,11.300.000 
63719 ,100.000 ,900.000 ,0 ,1.000.000 
63721 ,100.000 ,3.100.000 ,3.012.000 ,6.212.000 
63856 ,100.000 ,4.300.000 ,27.000.000 ,31.400.000 
63858,100.000 ,1.800.000 ,4.000.000 ,5.900.000 
63865 ,100.000 ,13.000.000 ,400.000 ,13.500.000 
64289 ,100.000 ,5.700.000 ,300.000 ,6.100.000 
64291 ,100.000 ,1.800.000 ,0 ,1.900.000 
64296 ,100.000 ,11.600.000 ,2.800.000 ,14.500.000 
64301,100.000 ,12.600.000 ,83.000 ,12.783.000 
64716 ,100.000 ,5.000.000 ,300.000 ,5.400.000 
64977 ,100.000 ,3.700.000 ,0 ,3.800.000 
65123 ,100.000 ,3.300.000 ,0 ,3.400.000 
66219 ,100.000 ,800.000 ,0 ,900.000 
66221 ,100.000 ,900.000 ,0 ,1.000.000 
66323 ,100.000 ,2.700.000 ,2.400.000 ,5.200.000 
67117 ,100.000 ,3.600.000 ,80.000 ,3.780.000 
67118 ,100.000 ,6.400.000 ,3.300 ,6.503.300 
67159 ,100.000 ,5.500.000 ,7.829.000 ,13.429.000 
67190 ,100.000 ,4.800.000 ,19.000 ,4.919.000 
67204 ,100.000 ,6.200.000 ,43.000 ,6.343.000 
67227 ,100.000 ,10.100.000 ,10.800.000 ,21.000.000 
67265 ,100.000 ,6.000.000 ,6.726.000 ,12.826.000 
67482,100.000 ,10.800.000 ,200.000 ,11.100.000 
67489 ,100.000 ,900.000 ,0 ,1.000.000 
67496 ,100.000 ,4.800.000 ,8.000.000 ,12.900.000 
67647 ,100.000 ,5.300.000 ,1.700.000 ,7.100.000 
68036 ,100.000 ,2.700.000 ,900.000 ,3.700.000 
68042 ,100.000 ,11.000.000 ,100.000 ,11.200.000 
68045 ,100.000 ,9.600.000 ,4.188.000 ,13.888.000 
68059 ,100.000 ,7.000.000 ,2.100.000 ,9.200.000 
68060 ,100.000 ,8.900.000 ,1.200.000 ,10.200.000 
68069 ,100.000 ,5.700.000 ,0 ,5.800.000 
68073 ,100.000 ,800.000 ,0 ,900.000 
68082 ,100.000 ,3.600.000 ,0 ,3.700.000 
68183 ,100.000 ,1.000.000 ,1.000.000 ,2.100.000 
68185 ,100.000 ,4.100.000 ,200.000 ,4.400.000 
68704 ,100.000 ,3.900.000 ,0 ,4.000.000 
68784 ,100.000 ,7.700.000 ,1.600.000 ,9.400.000 
68820 ,100.000 ,1.300.000 ,1.349.000 ,2.749.000 
68825 ,100.000 ,9.900.000 ,2.900.000 ,12.900.000 
68829,100.000 ,6.000.000 ,1.100.000 ,7.200.000 
68832 ,100.000 ,10.400.000 ,0 ,10.500.000 
68842,100.000 ,8.900.000 ,0 ,9.000.000 
68844 ,100.000 ,6.400.000 ,0 ,6.500.000 
69261 ,100.000 ,1.000.000 ,4.000.000 ,5.100.000 
69534 ,100.000 ,6.400.000 ,7.800.000 ,14.300.000 
69537 ,100.000 ,900.000 ,0 ,1.000.000 
69588 ,100.000 ,10.400.000 ,300.000 ,10.800.000 
69594 ,100.000 ,3.700.000 ,1.800.000 ,5.600.000 
69642 ,100.000 ,9.200.000 ,0 ,9.300.000 
69644 ,100.000 ,800.000 ,0 ,900.000 
69652 ,100.000 ,4.500.000 ,7.200.000 ,11.800.000 
69653 ,100.000 ,9.300.000 ,4.000.000 ,13.400.000 
69654 ,100.000 ,4.300.000 ,4.300.000 ,8.700.000 
69658 ,100.000 ,10.200.000 ,800.000 ,11.100.000 
69955 ,100.000 ,10.300.000 ,1.800.000 ,12.200.000 
69957 ,100.000 ,3.200.000 ,3.200.000 ,6.500.000 
69961 ,100.000 ,900.000 ,0 ,1.000.000 
70138 ,100.000 ,9.000.000 ,400.000 ,9.500.000 
70351 ,100.000 ,1.000.000 ,0 ,1.100.000 
70356 ,100.000 ,600.000 ,0 ,700.000 
70365 ,100.000 ,3.300.000 ,0 ,3.400.000 
70564 ,100.000 ,4.600.000 ,38.600 ,4.738.600 
70590 ,100.000 ,1.000.000 ,500.000 ,1.600.000 
70835 ,100.000 ,9.300.000 ,0 ,9.400.000 
71119 ,100.000 ,8.400.000 ,0 ,8.500.000 
71147 ,100.000 ,900.000 ,0 ,1.000.000 
71401 ,100.000 ,6.400.000 ,500.000 ,7.000.000 
71405 ,100.000 ,100.000 ,100.000 ,300.000 
71419 ,100.000 ,1.000.000 ,1.000.000 ,2.100.000 
71890 ,100.000 ,6.700.000 ,0 ,6.800.000 
71900 ,100.000 ,7.200.000 ,0 ,7.300.000 
71901 ,100.000 ,5.900.000 ,0 ,6.000.000 
71902 ,100.000 ,6.300.000 ,0 ,6.400.000 
71934 ,100.000 ,7.500.000 ,1.000.000 ,8.600.000 
71966 ,100.000 ,5.500.000 ,0 ,5.600.000 
72062 ,100.000 ,2.300.000 ,2.367.000 ,4.767.000 
72063 ,100.000 ,8.100.000 ,0 ,8.200.000 
72536 ,100.000 ,4.600.000 ,2.300.000 ,7.000.000 
72661 ,100.000 ,7.000.000 ,0 ,7.100.000 
72771 ,100.000 ,6.300.000 ,1.300.000 ,7.700.000 
72873 ,100.000 ,5.100.000 ,300.000 ,5.500.000 
73161 ,100.000 ,2.000.000 ,150.000 ,2.250.000 
73738 ,100.000 ,7.000.000 ,4.700.000 ,11.800.000 
73946,100.000 ,5.600.000 ,1.000.000 ,6.700.000 
74189 ,100.000 ,3.800.000 ,0 ,3.900.000 
Out,100.000 ,16.150.000 ,42.060.000 ,58.310.000 
Out,100.000 ,5.350.000 ,1.580.000 ,7.030.000 
